company_name,State,Sector,paid_up_capital,authorized_cap_inr,age_years,capital_tier,director_count,state_npa_proxy,credit_score,default_risk,is_metro,sector_risk_score
Sai Trading Corp,Tamil Nadu,Retail,5399202.02520162,6179574.426961304,6.67,Micro,3,0.08,660,0,1,0.35
Quality Industries Corp,Himachal Pradesh,Retail,9265351.181687634,13169712.455628583,16.44,Micro,4,0.08,686,0,0,0.35
Global Builders Pvt Ltd,Maharashtra,Retail,6834313.49831314,8482151.8733007,12.17,Micro,3,0.05,741,0,1,0.35
Dynamic Industries Corp,Uttar Pradesh,Construction,4232177.03584927,5893755.550720772,4.12,Micro,1,0.11,592,0,0,0.62
Jagannath Fabrics Ltd,Karnataka,Retail,4027047.9799971487,5792332.233360579,12.26,Micro,2,0.05,743,0,1,0.35
Maruti Enterprises Ltd,Rajasthan,IT Services,4544237.942688199,5222289.995277529,4.23,Micro,2,0.08,631,0,0,0.28
Quality Industries Ltd,Gujarat,Construction,83516855.33389279,93451412.59396552,16.1,Small,4,0.05,760,0,0,0.62
Indian Solutions Pvt Ltd,Gujarat,Retail,56460479.39234273,72759242.80342706,6.12,Small,4,0.05,712,0,0,0.35
Ravi Foods Pvt Ltd,Maharashtra,Retail,84135438.65173754,93049850.98044015,7.1,Small,1,0.05,721,0,1,0.35
Maruti Trading LLP,Tamil Nadu,IT Services,53975641.3618353,71151737.94201812,9.47,Small,2,0.08,707,0,1,0.28
Balaji Fabrics Corp,West Bengal,Logistics,6220612.995021441,8390005.926742552,3.3,Micro,3,0.08,570,0,1,0.42
Sai Builders Pvt Ltd,Jammu & Kashmir,Logistics,1640091.5703904678,2226543.993637021,7.4,Micro,1,0.08,705,0,0,0.42
Quality Enterprises LLP,Tamil Nadu,Retail,950737.4095868404,1273546.5319117287,2.92,Micro,1,0.08,545,1,1,0.35
Nova Fabrics Pvt Ltd,Gujarat,Retail,2792760.2250505877,3803194.0699199135,4.8,Micro,1,0.05,679,0,0,0.35
Shree Builders Ltd,West Bengal,Construction,9881800.818355164,14523546.724832933,4.71,Micro,1,0.08,674,0,1,0.62
Apex Foods LLP,Goa,Construction,4244513.629008683,6272669.8021731265,6.08,Micro,2,0.08,660,0,0,0.62
Shree Trading LLP,Gujarat,Logistics,5991869.522007656,8957280.199465621,2.05,Micro,4,0.05,512,0,0,0.42
Nova Tech Pvt Ltd,Rajasthan,Manufacturing,411939537.9692089,533453554.566881,12.15,Medium,1,0.08,773,0,0,0.48
Nova Solutions LLP,Maharashtra,IT Services,5468899.635913972,6958430.1077787895,10.98,Micro,4,0.05,661,0,1,0.28
Shree Logistics Ltd,Telangana,F&B,53867203.43594515,71689687.69849601,4.27,Small,1,0.08,722,0,1,0.55
Apex Fabrics LLP,Kerala,Retail,56350525.228420176,71941337.04979265,11.09,Small,2,0.08,686,0,0,0.35
Apex Builders Ltd,Tamil Nadu,Construction,4725467.765130369,6397531.3542833235,10.66,Micro,2,0.08,650,0,1,0.62
Jagannath Logistics Corp,West Bengal,Construction,5195548.073787202,5906529.64389731,4.01,Micro,1,0.08,639,0,1,0.62
Jagannath Ventures Corp,Tamil Nadu,Retail,6127864.583121081,9035885.167783383,11.69,Micro,4,0.08,674,0,1,0.35
Global Foods Pvt Ltd,Haryana,IT Services,34879191.24770384,43019025.62015196,9.55,Small,1,0.08,746,0,0,0.28
Global Builders Ltd,Karnataka,Manufacturing,1327398.541190292,1554049.0331418582,4.26,Micro,3,0.05,671,0,1,0.48
Indian Trading Corp,Delhi,IT Services,1275746.6475439258,1583991.1234100652,5.38,Micro,4,0.05,669,0,1,0.28
Global Fabrics LLP,Gujarat,Manufacturing,1703651.5016757296,2410566.032785454,5.68,Micro,2,0.05,643,0,0,0.48
Nova Fabrics Pvt Ltd,Madhya Pradesh,Manufacturing,5738449.649508784,6725311.4597458895,3.48,Micro,3,0.08,555,0,0,0.48
Ravi Foods LLP,Uttar Pradesh,Retail,6795891.63449163,9120347.47117594,6.34,Micro,2,0.11,640,0,0,0.35
Maruti Ventures Pvt Ltd,West Bengal,Manufacturing,5825958.635694671,7600143.976632218,2.74,Micro,4,0.08,536,0,1,0.48
Nova Tech Ltd,Uttar Pradesh,Logistics,33846771.81438054,48347052.505235605,9.44,Small,2,0.11,680,0,0,0.42
Quality Logistics LLP,Punjab,Retail,1160887.309533767,1362114.7446647235,4.8,Micro,3,0.08,659,0,0,0.35
Balaji Industries Pvt Ltd,Maharashtra,Construction,1312976.7803506572,1507314.0835785035,1.86,Micro,2,0.05,556,1,1,0.62
Nova Builders LLP,Delhi,Retail,3288289.550560819,3767631.2582999063,5.73,Micro,1,0.05,667,0,1,0.35
Apex Ventures Corp,Maharashtra,Retail,7987319.819450488,10618756.870693022,4.56,Micro,3,0.05,694,0,1,0.35
Balaji Builders Ltd,Tamil Nadu,IT Services,8350041.459240487,9515247.630905962,8.2,Micro,3,0.08,651,0,1,0.28
Quality Builders Corp,Maharashtra,Manufacturing,8237528.613815243,11412574.427881356,16.09,Micro,1,0.05,705,0,1,0.48
Balaji Builders LLP,Tamil Nadu,IT Services,7794675.956565927,11081194.217188504,7.21,Micro,2,0.08,690,0,1,0.28
Sai Tech LLP,Karnataka,Construction,6771920.215999438,8634119.66021396,6.92,Micro,3,0.05,664,0,1,0.62
Dynamic Logistics LLP,Telangana,Construction,4306618.344207105,6024316.088488785,11.51,Micro,2,0.08,675,0,1,0.62
Nova Logistics Ltd,Karnataka,Logistics,1303623.661485629,1707062.9676744256,6.88,Micro,2,0.05,678,0,1,0.42
Sai Logistics LLP,Maharashtra,Manufacturing,4077303.444336386,5703439.039783917,16.85,Micro,2,0.05,746,0,1,0.48
Ravi Enterprises Ltd,Jharkhand,IT Services,729635.3036780274,977516.5300136681,1.01,Micro,3,0.11,539,1,0,0.28
Maruti Builders Corp,Karnataka,Logistics,5908623.730691636,8357154.198384486,7.01,Micro,4,0.05,689,0,1,0.42
Quality Fabrics LLP,Telangana,Construction,2712267.446362326,3795184.6120200944,5.01,Micro,3,0.08,665,0,1,0.62
Indian Builders Ltd,Maharashtra,Construction,6666327.326138133,9968289.342146156,13.56,Micro,4,0.05,733,0,1,0.62
Shree Fabrics LLP,Telangana,Retail,5198351.5955492575,7474591.490968227,2.12,Micro,1,0.08,520,0,1,0.35
Sai Tech LLP,Maharashtra,F&B,9861766.048389692,13462294.028622216,6.15,Micro,4,0.05,695,0,1,0.55
Nova Enterprises LLP,Karnataka,Logistics,4593035.636865803,6764992.344809809,7.0,Micro,4,0.05,640,0,1,0.42
Jagannath Logistics LLP,Uttar Pradesh,IT Services,862592.4493631991,1104748.4951976608,10.7,Micro,1,0.11,663,0,0,0.28
Shree Solutions LLP,Karnataka,F&B,1586348.30485119,2168937.5694472627,9.57,Micro,3,0.05,648,0,1,0.55
Indian Foods LLP,Rajasthan,Manufacturing,419907904.4351624,535822978.0941209,5.66,Medium,3,0.08,701,0,0,0.48
Ravi Tech Ltd,Tamil Nadu,Manufacturing,2049835.479243527,2271957.571527105,7.62,Micro,1,0.08,663,0,1,0.48
Sai Trading Corp,Maharashtra,IT Services,53052332.58421472,62432092.657641135,3.2,Small,2,0.05,588,0,1,0.28
Indian Trading Pvt Ltd,Delhi,Retail,5652210.799462114,6476437.107482551,6.59,Micro,1,0.05,641,0,1,0.35
Shree Trading Corp,Uttar Pradesh,F&B,3399767.2085347427,4028840.1319623482,5.66,Micro,3,0.11,653,0,0,0.55
Maruti Industries Corp,Maharashtra,Manufacturing,9695955.977998562,13072253.956247177,10.04,Micro,1,0.05,696,0,1,0.48
Quality Industries Ltd,Andhra Pradesh,Retail,8605722.272518883,11353366.298978737,11.3,Micro,1,0.08,685,0,0,0.35
Maruti Logistics Corp,Telangana,Retail,87280641.61909065,103559267.37665549,2.44,Small,2,0.08,513,0,1,0.35
Quality Solutions Ltd,Assam,Retail,3460134.9145826097,4346571.478727935,12.89,Micro,2,0.08,771,0,0,0.35
Indian Trading Pvt Ltd,West Bengal,IT Services,4038739.056575267,5530487.569716728,8.61,Micro,2,0.08,704,0,1,0.28
Indian Foods Ltd,Haryana,Logistics,5265889.76814465,6641355.857968509,5.86,Micro,1,0.08,660,0,0,0.42
Maruti Industries Pvt Ltd,Gujarat,Manufacturing,2997025.142256155,3472117.4379283823,7.7,Micro,3,0.05,665,0,0,0.48
Ravi Trading Corp,Karnataka,Construction,6046750.952431677,8493608.455284944,4.89,Micro,4,0.05,733,0,1,0.62
Indian Industries Corp,Andhra Pradesh,Manufacturing,7850467.879223268,10104227.175198097,8.86,Micro,2,0.08,669,0,0,0.48
Ravi Builders Ltd,Bihar,Retail,3277020.318015948,4550216.899079266,5.44,Micro,4,0.11,658,0,0,0.35
Nova Foods Corp,Maharashtra,IT Services,6028573.031003818,8235934.979183086,9.99,Micro,3,0.05,657,0,1,0.28
Maruti Ventures Ltd,Uttar Pradesh,Retail,5428761.854498237,6345625.273535203,12.31,Micro,3,0.11,693,0,0,0.35
Quality Fabrics Corp,Jharkhand,Construction,9531238.180306619,12679471.551950658,14.35,Micro,3,0.11,690,0,0,0.62
Maruti Foods LLP,Haryana,Retail,87882114.14471662,127481101.92040238,8.46,Small,1,0.08,697,0,0,0.35
Shree Solutions Pvt Ltd,Kerala,Retail,84507542.6260733,97308489.1353988,11.3,Small,4,0.08,689,0,0,0.35
Global Ventures LLP,Delhi,IT Services,42858326.36836861,59055321.98238106,10.35,Small,4,0.05,708,0,1,0.28
Quality Ventures LLP,Tamil Nadu,Retail,3658758.818175096,4250040.099800903,5.55,Micro,3,0.08,667,0,1,0.35
Balaji Logistics Pvt Ltd,Delhi,Retail,9982520.981418306,13959934.20048049,10.19,Micro,2,0.05,712,0,1,0.35
Balaji Tech Ltd,Telangana,Manufacturing,7484057.939645168,10063886.627677947,3.02,Micro,3,0.08,549,0,1,0.48
Global Solutions Ltd,West Bengal,Retail,7997167.823937303,11504237.657227768,4.7,Micro,2,0.08,665,0,1,0.35
Sai Industries LLP,Gujarat,IT Services,6651677.469440752,9791282.953372225,5.0,Micro,4,0.05,665,0,0,0.28
Maruti Tech LLP,Delhi,Retail,90225180.72778822,125057400.26571287,3.0,Small,1,0.05,573,0,1,0.35
Balaji Solutions Corp,Kerala,Construction,6854696.902510027,7623812.084439638,6.76,Micro,1,0.08,682,0,0,0.62
Indian Logistics Corp,Gujarat,Logistics,3750662.906019744,4706327.48609522,5.03,Micro,2,0.05,663,0,0,0.42
Shree Trading LLP,Telangana,Retail,3908533.6661518933,5419924.427175459,3.69,Micro,1,0.08,554,0,1,0.35
Dynamic Foods LLP,Telangana,Retail,34543620.92037197,43304950.635369144,6.9,Small,2,0.08,702,0,1,0.35
Nova Solutions LLP,Maharashtra,Retail,9979990.275450874,12127666.026743898,2.38,Micro,4,0.05,543,0,1,0.35
Maruti Ventures Ltd,Kerala,Logistics,6567396.882576936,7748209.276574247,9.77,Micro,4,0.08,679,0,0,0.42
Jagannath Tech Corp,Tamil Nadu,Retail,19827206.750974152,28047624.193319283,1.61,Small,2,0.08,578,0,1,0.35
Jagannath Solutions LLP,Tamil Nadu,Manufacturing,764603.2186041865,851570.2353135434,7.12,Micro,1,0.08,732,0,1,0.48
Apex Trading LLP,Arunachal Pradesh,Retail,1465633.9394225625,2167026.980357816,10.9,Micro,2,0.08,663,0,0,0.35
Apex Solutions Pvt Ltd,Karnataka,F&B,9988127.814104969,11053050.38501927,6.39,Micro,4,0.05,679,0,1,0.55
Ravi Logistics Ltd,Telangana,Manufacturing,4239826.239397996,5087944.372800458,8.4,Micro,4,0.08,688,0,1,0.48
Jagannath Fabrics LLP,Maharashtra,IT Services,2329776.90708033,2828484.0602081353,17.9,Micro,1,0.05,726,0,1,0.28
Sai Tech Corp,Tamil Nadu,Construction,3667124.8324982077,5212465.681892087,7.93,Micro,3,0.08,673,0,1,0.62
Maruti Tech Ltd,Uttar Pradesh,IT Services,113361603.33693837,128467848.68776941,6.77,Medium,2,0.11,664,0,0,0.28
Balaji Enterprises LLP,Karnataka,Construction,3887657.0512992586,5293797.301466002,4.93,Micro,1,0.05,678,0,1,0.62
Maruti Logistics Corp,West Bengal,Construction,1733827.5176222203,2154342.689059415,23.65,Micro,2,0.08,687,0,1,0.62
Dynamic Builders Corp,Telangana,F&B,3510655.17341906,5002177.485862562,4.27,Micro,3,0.08,672,0,1,0.55
Sai Builders LLP,Rajasthan,Retail,8306637.117412661,11875085.940728918,9.32,Micro,3,0.08,652,0,0,0.35
Sai Ventures LLP,Karnataka,Logistics,13735445.52890201,15898704.87234712,7.57,Small,1,0.05,707,0,1,0.42
Ravi Fabrics Pvt Ltd,Karnataka,Construction,6533730.607799969,9266187.953741994,4.02,Micro,3,0.05,679,0,1,0.62
Global Fabrics Pvt Ltd,Maharashtra,Retail,3347042.017938559,4578108.38220344,11.57,Micro,1,0.05,643,0,1,0.35
Nova Fabrics Ltd,Delhi,Retail,3042734.8491830854,4279519.231514062,11.48,Micro,4,0.05,662,0,1,0.35
Shree Logistics LLP,Karnataka,Construction,4947999.090614497,5615786.670614195,6.98,Micro,3,0.05,694,0,1,0.62
Quality Enterprises Corp,Tamil Nadu,Retail,8208093.8417769335,9792597.258800782,2.73,Micro,3,0.08,552,0,1,0.35
Apex Ventures Pvt Ltd,Karnataka,Retail,7675270.881731967,9733478.614862224,5.46,Micro,2,0.05,643,0,1,0.35
Balaji Tech LLP,Maharashtra,Manufacturing,5787338.976677278,6526679.8303271355,15.76,Micro,2,0.05,743,0,1,0.48
Ravi Logistics LLP,Uttar Pradesh,F&B,347735000.9452425,403804013.1071676,4.43,Medium,2,0.11,649,0,0,0.55
Sai Industries Corp,Karnataka,Manufacturing,4666846.797254105,5457531.45674856,8.44,Micro,3,0.05,685,0,1,0.48
Maruti Foods Pvt Ltd,Uttar Pradesh,Logistics,5573424.7213950185,7021273.242112808,6.6,Micro,4,0.11,642,0,0,0.42
Shree Logistics Corp,Punjab,Manufacturing,7598539.687565301,10321801.278482758,3.74,Micro,3,0.08,547,0,0,0.48
Ravi Tech LLP,Gujarat,Construction,8254559.959084161,10664356.237248616,5.38,Micro,4,0.05,674,0,0,0.62
Sai Solutions LLP,Telangana,Retail,798445.9265627295,968706.5182325519,10.84,Micro,2,0.08,667,0,1,0.35
Jagannath Builders Corp,Haryana,IT Services,3941443.2615212277,5093857.269637953,9.69,Micro,1,0.08,670,0,0,0.28
Balaji Enterprises LLP,Tamil Nadu,Retail,2288211.507541532,3257243.306531456,14.44,Micro,4,0.08,779,0,1,0.35
Global Builders LLP,Uttar Pradesh,Logistics,1466478.135801501,1703539.077029263,10.04,Micro,2,0.11,624,0,0,0.42
Shree Ventures Corp,Rajasthan,Retail,6674234.196428133,8056949.146944612,4.89,Micro,3,0.08,705,0,0,0.35
Quality Ventures Ltd,Madhya Pradesh,Retail,8411192.546483811,11417486.709537735,13.85,Micro,3,0.08,743,0,0,0.35
Balaji Ventures LLP,Delhi,Retail,6955667.529661002,8911865.550509518,4.03,Micro,4,0.05,705,0,1,0.35
Jagannath Fabrics Ltd,Maharashtra,Manufacturing,7748317.816718021,10736207.32034253,6.65,Micro,3,0.05,667,0,1,0.48
Indian Fabrics Pvt Ltd,Karnataka,Retail,5688736.145438488,7222030.772314022,4.51,Micro,2,0.05,690,0,1,0.35
Indian Trading LLP,Uttar Pradesh,Manufacturing,3629024.32146252,4237063.128192253,5.28,Micro,2,0.11,640,0,0,0.48
Quality Logistics Ltd,Telangana,Retail,9845728.723221963,10987230.303299692,8.42,Micro,1,0.08,637,0,1,0.35
Dynamic Trading Corp,Jharkhand,IT Services,8203071.646645581,9683347.400465114,4.66,Micro,3,0.11,621,0,0,0.28
Maruti Foods Corp,Delhi,IT Services,2016424.5161826494,2353349.5910646915,3.35,Micro,3,0.05,547,0,1,0.28
Global Logistics Ltd,Maharashtra,Construction,3984070.1824219404,5654389.7144105695,15.92,Micro,2,0.05,715,0,1,0.62
Apex Foods Corp,Tamil Nadu,Logistics,5095649.237396262,6161371.930609647,3.89,Micro,1,0.08,550,0,1,0.42
Maruti Fabrics Ltd,Gujarat,Logistics,48205294.310091004,65906896.50487464,17.86,Small,1,0.05,769,0,0,0.42
Apex Logistics Corp,Punjab,Manufacturing,5645271.758399123,7085040.244502724,10.31,Micro,1,0.08,659,0,0,0.48
Global Enterprises Pvt Ltd,Maharashtra,Construction,31957109.45711833,41812450.632218026,3.05,Small,2,0.05,570,0,1,0.62
Nova Logistics LLP,Haryana,Retail,6610724.721131947,7400226.735348887,11.46,Micro,3,0.08,669,0,0,0.35
Nova Ventures Ltd,Maharashtra,Construction,19906390.68247439,27058290.179582518,9.09,Small,2,0.05,728,0,1,0.62
Dynamic Tech Pvt Ltd,Telangana,Retail,1171599.3371558858,1345101.314634263,3.8,Micro,2,0.08,531,0,1,0.35
Dynamic Trading LLP,Karnataka,Retail,3178899.6221573506,4051541.0884741317,5.41,Micro,3,0.05,684,0,1,0.35
Global Builders Ltd,Tamil Nadu,Manufacturing,8599122.08758308,10778936.918575414,3.03,Micro,4,0.08,588,0,1,0.48
Indian Solutions Pvt Ltd,Manipur,Retail,9172103.712036865,10572135.90342706,3.73,Micro,2,0.08,513,0,0,0.35
Shree Tech Ltd,Uttar Pradesh,Logistics,1752450.3585413466,2591245.179104022,6.91,Micro,1,0.11,602,0,0,0.42
Balaji Solutions LLP,Uttar Pradesh,Retail,1732194.9143032639,2407051.9314522976,3.1,Micro,1,0.11,498,0,0,0.35
Ravi Industries Corp,Delhi,Manufacturing,6587781.631483149,9213126.951389564,8.31,Micro,4,0.05,667,0,1,0.48
Quality Trading Ltd,Maharashtra,Retail,2202353.4999989206,3113675.503531921,3.08,Micro,1,0.05,574,0,1,0.35
Sai Builders Ltd,Tamil Nadu,Construction,3841884.981123896,4239665.011838096,7.71,Micro,3,0.08,661,0,1,0.62
Maruti Trading Pvt Ltd,Delhi,Logistics,7725423.377033742,11207629.914832644,12.62,Micro,3,0.05,749,0,1,0.42
Global Logistics LLP,Haryana,Retail,6520899.79358932,9732610.044212585,6.97,Micro,3,0.08,685,0,0,0.35
Maruti Solutions Pvt Ltd,Telangana,Manufacturing,7071649.893919006,8353508.6541299205,5.11,Micro,2,0.08,654,0,1,0.48
Quality Ventures Pvt Ltd,Jammu & Kashmir,Construction,3199814.7714331285,3806746.165111265,2.98,Micro,1,0.08,534,0,0,0.62
Global Foods Ltd,Maharashtra,Manufacturing,7576097.561578568,8402947.557531893,11.8,Micro,2,0.05,685,0,1,0.48
Global Ventures Corp,Uttar Pradesh,Retail,11841059.084430998,15965419.419856448,4.74,Small,3,0.11,663,0,0,0.35
Shree Logistics Pvt Ltd,Gujarat,Manufacturing,2723356.266392424,3909257.3660899163,9.63,Micro,3,0.05,658,0,0,0.48
Jagannath Ventures LLP,Haryana,Logistics,5025992.900936348,6790477.404339439,5.38,Micro,2,0.08,659,0,0,0.42
Nova Builders LLP,Karnataka,Construction,78947762.21514244,117967254.09707125,5.33,Small,1,0.05,707,0,1,0.62
Jagannath Fabrics Corp,Telangana,Construction,3257805.661912788,4315027.587892254,8.59,Micro,1,0.08,686,0,1,0.62
Sai Industries LLP,Karnataka,Manufacturing,9960392.160019562,12036097.44497409,4.22,Micro,2,0.05,681,0,1,0.48
Indian Industries LLP,Odisha,Manufacturing,3499563.193228363,4974704.394777154,5.32,Micro,3,0.11,613,0,0,0.48
Shree Foods Pvt Ltd,Maharashtra,Logistics,3514723.3262633,4512810.384658689,7.35,Micro,2,0.05,679,0,1,0.42
Jagannath Foods Ltd,Telangana,Retail,5564178.088869504,7197967.694769732,7.85,Micro,3,0.08,669,0,1,0.35
Nova Builders Ltd,Delhi,F&B,75296217.11773533,88175757.80171634,3.26,Small,3,0.05,587,0,1,0.55
Nova Tech LLP,Uttar Pradesh,Construction,9752347.210042797,14110264.411912963,6.38,Micro,3,0.11,637,0,0,0.62
Quality Solutions Pvt Ltd,Gujarat,Logistics,6373626.802327493,9045319.5057179,10.49,Micro,4,0.05,692,0,0,0.42
Indian Tech Pvt Ltd,Karnataka,Retail,6501098.204466188,9294979.632218828,9.22,Micro,2,0.05,675,0,1,0.35
Maruti Trading Pvt Ltd,West Bengal,Retail,7966155.570959364,11252221.468908548,13.62,Micro,4,0.08,726,0,1,0.35
Global Solutions Ltd,Telangana,Manufacturing,9880746.909245197,11881221.979516465,6.38,Micro,2,0.08,671,0,1,0.48
Indian Foods LLP,Delhi,Manufacturing,357907459.39822686,426741386.5289282,6.99,Medium,4,0.05,729,0,1,0.48
Nova Builders LLP,Tamil Nadu,Manufacturing,6019443.74223715,8337484.590304676,12.92,Micro,4,0.08,740,0,1,0.48
Apex Tech Corp,Punjab,F&B,3636501.454182409,4175957.4835603368,4.37,Micro,1,0.08,648,0,0,0.55
Apex Tech Corp,Karnataka,Logistics,8348394.9464437645,9641010.910537746,12.8,Micro,2,0.05,742,0,1,0.42
Shree Trading Corp,Gujarat,Construction,6940750.481462141,9222842.386249848,10.54,Micro,1,0.05,679,0,0,0.62
Balaji Logistics Pvt Ltd,Telangana,Construction,6446310.560991501,8696203.884561338,10.81,Micro,2,0.08,689,0,1,0.62
Ravi Foods Ltd,Haryana,Construction,64391454.67734423,74624743.74421775,9.36,Small,2,0.08,702,0,0,0.62
Apex Enterprises Pvt Ltd,Andhra Pradesh,Manufacturing,7145802.988065905,8888985.912226884,4.81,Micro,4,0.08,692,0,0,0.48
Apex Trading Corp,Tamil Nadu,Retail,1624425.065503873,1933168.0864352481,5.07,Micro,4,0.08,694,0,1,0.35
Apex Trading Ltd,Maharashtra,Manufacturing,4900419.4840341145,7113747.471500535,23.57,Micro,4,0.05,740,0,1,0.48
Dynamic Industries Corp,Gujarat,IT Services,37878943.735733524,48374527.44755851,10.25,Small,2,0.05,683,0,0,0.28
Dynamic Foods Ltd,Karnataka,Manufacturing,6432625.0289551485,8053038.921344186,3.04,Micro,3,0.05,540,0,1,0.48
Quality Ventures LLP,Maharashtra,Retail,2383284.622339889,2657728.0525137526,13.61,Micro,3,0.05,753,0,1,0.35
Indian Builders LLP,Maharashtra,Retail,1834947.2271820132,2482101.1402424565,11.07,Micro,4,0.05,647,0,1,0.35
Jagannath Foods Ltd,Delhi,Retail,3784608.2621725327,5021550.173430795,10.67,Micro,1,0.05,666,0,1,0.35
Global Logistics LLP,Andhra Pradesh,Retail,9747870.528433673,10878671.56948575,5.48,Micro,4,0.08,712,0,0,0.35
Global Ventures Pvt Ltd,Rajasthan,Manufacturing,8216571.263509877,9702535.232659176,6.43,Micro,3,0.08,659,0,0,0.48
Sai Ventures Ltd,Karnataka,Retail,1708198.2223478334,1907835.6921862483,6.43,Micro,1,0.05,652,0,1,0.35
Ravi Fabrics Pvt Ltd,Gujarat,Construction,2884894.6506334436,4166562.526002633,8.45,Micro,3,0.05,695,0,0,0.62
Shree Ventures Ltd,Odisha,Retail,7321768.152655131,9847330.23746249,8.65,Micro,4,0.11,634,0,0,0.35
Sai Solutions Corp,Gujarat,Retail,307948824.2955458,364157270.0795049,9.55,Medium,1,0.05,747,0,0,0.35
Balaji Enterprises Pvt Ltd,Maharashtra,Retail,6619811.717420906,7956098.333073507,3.15,Micro,3,0.05,554,0,1,0.35
Quality Logistics Corp,Telangana,Manufacturing,7320588.225505163,9081328.429220721,9.89,Micro,4,0.08,715,0,1,0.48
Indian Solutions Ltd,Maharashtra,Construction,8157709.522639802,10437058.739868427,11.98,Micro,3,0.05,704,0,1,0.62
Shree Ventures Ltd,Maharashtra,Retail,7712379.474650013,9893071.014326131,3.47,Micro,2,0.05,528,0,1,0.35
Apex Solutions Pvt Ltd,Maharashtra,Logistics,8665771.765977977,11566882.259503923,15.37,Micro,3,0.05,763,0,1,0.42
Balaji Logistics Ltd,West Bengal,Retail,3045641.5787872365,3910519.0793717518,3.6,Micro,1,0.08,523,0,1,0.35
Balaji Logistics LLP,Maharashtra,Logistics,8152760.275678743,9393197.652301492,3.74,Micro,4,0.05,501,0,1,0.42
Indian Foods Ltd,Karnataka,Construction,7159284.93809331,8627311.804531459,2.32,Micro,2,0.05,532,0,1,0.62
Sai Foods LLP,Maharashtra,Retail,9120790.942498429,13189108.333539413,8.36,Micro,2,0.05,642,0,1,0.35
Dynamic Logistics Ltd,Delhi,Manufacturing,8955057.49479856,10183761.314067876,6.99,Micro,4,0.05,655,0,1,0.48
Global Enterprises Ltd,Karnataka,Construction,8414577.39308973,10366483.037018418,2.88,Micro,2,0.05,575,0,1,0.62
Sai Solutions Ltd,Karnataka,Logistics,11856350.926013296,16943894.957638223,28.35,Small,2,0.05,761,0,1,0.42
Ravi Fabrics Ltd,Uttar Pradesh,Manufacturing,2132718.677609921,2962109.44762898,3.19,Micro,4,0.11,460,0,0,0.48
Ravi Fabrics LLP,Maharashtra,Construction,9898858.28191501,12273538.708441429,10.62,Micro,2,0.05,707,0,1,0.62
Balaji Trading Ltd,Gujarat,Logistics,3671997.9272079836,4477812.78653164,5.75,Micro,3,0.05,662,0,0,0.42
Dynamic Foods LLP,West Bengal,Construction,74190336.60657622,86636496.27288257,12.09,Small,3,0.08,760,0,1,0.62
Sai Enterprises Ltd,Telangana,Construction,3623315.1179359085,4651482.2735405555,3.07,Micro,1,0.08,544,0,1,0.62
Maruti Logistics LLP,West Bengal,F&B,3854621.3266400057,4570186.844332867,4.29,Micro,2,0.08,727,0,1,0.55
Apex Tech Pvt Ltd,Telangana,IT Services,4400154.292800459,5853348.384710238,7.89,Micro,4,0.08,656,0,1,0.28
Shree Trading Corp,Telangana,Retail,3168653.1562569765,4099313.1754482747,10.08,Micro,2,0.08,695,0,1,0.35
